City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
295,Thompson,CA,2022-04-20 19:00:25,55.7435,-97.8558,31.35,86,100,10.25
296,Pangody,RU,2022-04-20 19:00:25,65.85,74.4859,3.36,92,100,19.15
297,Castro,BR,2022-04-20 19:00:26,-24.7911,-50.0119,72.3,51,0,4.21
298,Bagado,CO,2022-04-20 19:00:26,5.4116,-76.4152,89.31,55,87,3.67
299,Dawei,MM,2022-04-20 19:00:26,14.0833,98.2,76.68,89,65,2.82
300,Lavrentiya,RU,2022-04-20 19:00:27,65.5833,-171.0,16.57,80,3,3.53
301,Arkhipo-Osipovka,RU,2022-04-20 19:00:27,44.37,38.52,43.38,81,0,3.58
302,Sainte-Suzanne,RE,2022-04-20 19:00:28,-20.9061,55.6089,77.47,93,100,4.61
303,Kaitangata,NZ,2022-04-20 19:00:28,-46.2817,169.8464,56.21,99,60,6.26
304,Goderich,CA,2022-04-20 18:56:38,43.7501,-81.7165,41.32,60,100,5.75
305,Saldanha,ZA,2022-04-20 19:00:28,-33.0117,17.9442,60.26,88,90,7.4
306,Caribou,US,2022-04-20 19:00:29,46.8606,-68.012,42.98,50,100,13.0
307,Kindu,CD,2022-04-20 19:00:29,-2.95,25.95,69.85,98,100,1.68
308,Fayaoue,NC,2022-04-20 19:00:30,-20.65,166.5333,78.75,74,79,14.32
309,Nikolskoye,RU,2022-04-20 19:00:30,59.7035,30.7861,49.89,94,13,8.5
310,Bilma,NE,2022-04-20 19:00:30,18.6853,12.9164,86.36,9,4,6.42
311,Visby,SE,2022-04-20 19:00:31,57.6409,18.296,44.06,81,0,10.36
312,Saint-Joseph,RE,2022-04-20 19:00:31,-21.3667,55.6167,75.58,85,27,3.11
313,Haileybury,CA,2022-04-20 19:00:32,47.449,-79.6373,41.4,55,10,2.57
314,Vardo,NO,2022-04-20 18:55:53,70.3705,31.1107,37.38,93,0,8.05
315,Eureka,US,2022-04-20 19:00:32,40.8021,-124.1637,54.93,84,100,8.99
316,Lazaro Cardenas,MX,2022-04-20 19:00:33,17.9583,-102.2,86.34,45,0,12.24
317,Jalu,LY,2022-04-20 19:00:34,29.0331,21.5482,70.14,19,0,8.59
318,Kupang,ID,2022-04-20 19:00:34,-10.1667,123.5833,77.81,84,83,6.15
319,Gao,ML,2022-04-20 19:00:34,16.6362,1.637,91.96,9,21,9.01
320,Bundaberg,AU,2022-04-20 19:00:09,-24.85,152.35,68.22,99,39,1.01
321,Sartana,UA,2022-04-20 19:01:36,47.1744,37.6927,42.85,100,7,10.83
322,Mildura,AU,2022-04-20 18:57:36,-34.2,142.15,55.36,82,100,5.75
323,Kushiro,JP,2022-04-20 19:01:36,42.975,144.3747,39.11,93,0,9.69
324,Baghdad,IQ,2022-04-20 18:58:29,33.3406,44.4009,78.71,17,75,12.66
325,San Policarpo,PH,2022-04-20 19:01:37,12.1791,125.5072,80.2,80,38,6.24
326,Tigil,RU,2022-04-20 19:01:37,57.8,158.6667,2.77,97,85,3.4
327,Malakal,SS,2022-04-20 18:57:42,9.5334,31.6605,89.69,41,29,3.8
328,Sorland,NO,2022-04-20 19:01:37,67.667,12.6934,46.26,91,100,5.93
329,Buin,CL,2022-04-20 19:01:38,-33.7333,-70.75,72.05,33,100,4.21
330,Ilulissat,GL,2022-04-20 19:01:38,69.2167,-51.1,15.82,45,0,8.05
331,Luderitz,NA,2022-04-20 19:01:04,-26.6481,15.1594,71.11,44,4,6.71
332,Caravelas,BR,2022-04-20 19:01:39,-17.7125,-39.2481,79.86,59,4,7.83
333,Bridlicna,CZ,2022-04-20 19:01:40,49.9117,17.3711,40.68,80,59,0.25
334,Sorong,ID,2022-04-20 19:01:40,-0.8833,131.25,80.28,81,75,1.32
335,Qasigiannguit,GL,2022-04-20 19:01:40,68.8193,-51.1922,16.05,74,5,7.11
336,Celestun,MX,2022-04-20 19:01:41,20.8667,-90.4,87.03,49,0,12.08
337,Likasi,CD,2022-04-20 19:01:41,-10.9814,26.7333,62.08,96,100,1.99
338,Raga,SS,2022-04-20 19:01:41,8.4596,25.678,85.06,43,11,2.04
339,Guozhen,CN,2022-04-20 19:01:42,34.3659,107.359,59.47,52,79,3.67
340,Nardaran,AZ,2022-04-20 19:01:42,40.5561,50.0056,62.24,63,0,25.32
341,Dhidhdhoo,MV,2022-04-20 19:01:43,6.8833,73.1,84.88,75,28,11.52
342,Baijiantan,CN,2022-04-20 19:01:43,45.6333,85.1833,59.77,22,55,17.07
343,Muros,ES,2022-04-20 19:01:43,42.7762,-9.0603,55.83,57,6,10.67
344,Spring Hill,US,2022-04-20 19:01:29,28.4769,-82.5255,84.97,41,0,5.01
345,Sulangan,PH,2022-04-20 19:01:44,11.1373,123.7228,81.7,80,15,11.16
346,Qazanbulaq,AZ,2022-04-20 19:01:44,40.6192,46.6519,59.9,65,61,8.12
347,Riohacha,CO,2022-04-20 19:01:45,11.5444,-72.9072,82.42,70,88,9.28
348,Valkeala,FI,2022-04-20 19:01:45,60.9401,26.7979,50.4,53,0,6.91
349,Morehead,US,2022-04-20 19:01:46,37.2711,-87.1764,67.86,29,0,13.8
350,Karratha,AU,2022-04-20 18:57:02,-20.7377,116.8463,83.32,39,14,7.02
351,Komsomolskiy,UZ,2022-04-20 18:57:42,40.4272,71.7189,59.72,77,100,4.61
352,Samarai,PG,2022-04-20 19:01:46,-10.6167,150.6667,81.88,80,98,11.81
353,Preobrazheniye,RU,2022-04-20 19:01:46,42.9019,133.9064,45.03,77,0,4.07
354,Pevek,RU,2022-04-20 19:01:47,69.7008,170.3133,14.36,87,100,2.35
355,Baruun-Urt,MN,2022-04-20 19:01:47,46.6806,113.2792,35.15,33,100,19.1
356,Margate,GB,2022-04-20 19:01:48,51.3813,1.3862,51.12,77,22,5.99
357,Poya,NC,2022-04-20 19:01:48,-21.35,165.15,73.08,83,37,5.46
358,Port Lincoln,AU,2022-04-20 19:01:48,-34.7333,135.8667,60.48,65,94,5.91
359,Bad Vilbel,DE,2022-04-20 19:01:49,50.1787,8.7376,58.75,47,99,9.35
360,Ahipara,NZ,2022-04-20 19:01:49,-35.1667,173.1667,67.28,87,100,8.55
361,Aksu,CN,2022-04-20 19:01:50,41.1231,80.2644,71.65,15,100,4.16
362,Trelew,AR,2022-04-20 18:59:11,-43.249,-65.3051,64.47,21,99,16.49
363,Araouane,ML,2022-04-20 19:01:50,18.9048,-3.5265,85.91,7,81,6.33
364,Deputatskiy,RU,2022-04-20 19:01:50,69.3,139.9,6.53,89,97,3.31
365,Bhatapara,IN,2022-04-20 19:01:51,21.7333,81.9333,90.63,14,6,4.94
366,Kiunga,PG,2022-04-20 19:01:51,-6.1219,141.2906,73.09,100,97,1.14
367,Grande Prairie,CA,2022-04-20 19:01:32,55.1667,-118.8027,32.07,81,100,4.29
368,Tura,IN,2022-04-20 19:01:51,25.5198,90.2201,66.92,75,1,3.15
369,Alta Floresta,BR,2022-04-20 19:02:44,-9.8756,-56.0861,80.73,87,33,2.98
370,Presidencia Roque Saenz Pena,AR,2022-04-20 19:02:52,-26.7852,-60.4388,74.91,66,97,6.08
371,Krasnomayskiy,RU,2022-04-20 19:02:52,57.6194,34.4099,45.03,76,5,10.16
372,Luena,AO,2022-04-20 19:02:52,-11.7833,19.9167,64.87,87,100,2.37
373,Firozabad,IN,2022-04-20 19:02:53,27.15,78.4167,91.99,14,100,4.68
374,Ixtapa,MX,2022-04-20 19:02:53,20.7,-105.2,78.03,69,0,13.8
375,Praya,CV,2022-04-20 19:02:53,14.9215,-23.5087,72.48,79,20,12.39
376,Balad,IQ,2022-04-20 19:02:54,34.0164,44.1453,76.77,16,92,15.39
377,Peyima,SL,2022-04-20 19:02:54,8.7,-11.0333,71.24,90,87,12.33
378,Tamiahua,MX,2022-04-20 19:02:54,21.2667,-97.45,84.15,68,21,17.4
379,Rognan,NO,2022-04-20 19:02:55,67.0953,15.3878,46.54,79,62,5.1
380,Saint-Paul,RE,2022-04-20 19:02:55,-21.0096,55.2707,77.36,87,57,2.46
381,Nogliki,RU,2022-04-20 19:02:55,51.8333,143.1667,36.5,95,100,12.8
382,West Wendover,US,2022-04-20 19:02:55,40.7391,-114.0733,54.61,35,0,8.05
383,Westlock,CA,2022-04-20 19:02:56,54.1502,-113.8688,40.1,68,97,1.21
384,Tshikapa,CD,2022-04-20 19:02:56,-6.4167,20.8,71.6,97,100,3.22
385,Alappuzha,IN,2022-04-20 19:02:56,9.49,76.3264,83.3,80,81,5.66
386,Touros,BR,2022-04-20 19:02:03,-5.1989,-35.4608,83.82,68,100,13.27
387,Sept-Iles,CA,2022-04-20 19:01:49,50.2001,-66.3821,39.72,81,75,13.8
388,Mount Isa,AU,2022-04-20 19:00:50,-20.7333,139.5,71.37,23,1,13.8
389,Pindiga,NG,2022-04-20 19:02:57,9.9833,10.9333,91.27,30,100,4.59
390,Grindavik,IS,2022-04-20 19:02:58,63.8424,-22.4338,46.87,93,100,8.05
391,Nueva Gerona,CU,2022-04-20 19:02:58,21.8833,-82.8,84.81,49,0,11.92
392,Iglesias,IT,2022-04-20 19:02:58,39.3114,8.535,60.22,83,100,1.88
393,San Borja,BO,2022-04-20 19:02:59,-14.8167,-66.85,90.12,46,82,4.74
394,Sobolevo,RU,2022-04-20 19:02:59,54.4299,31.8996,47.1,78,100,16.71
395,Port Augusta,AU,2022-04-20 19:02:59,-32.5,137.7667,60.69,77,100,9.31
396,Gamba,GA,2022-04-20 19:02:59,-2.65,10.0,76.82,92,100,4.5
397,Kavaratti,IN,2022-04-20 19:03:00,10.5669,72.642,84.42,72,5,10.85
398,Imbituba,BR,2022-04-20 18:59:53,-28.24,-48.6703,71.04,69,0,5.23
399,Pangai,TO,2022-04-20 19:03:00,-19.8,-174.35,80.92,76,100,10.11
400,Cradock,ZA,2022-04-20 19:03:01,-32.1642,25.6192,68.4,40,95,7.09
401,Landskrona,SE,2022-04-20 19:03:01,55.8708,12.8302,55.78,75,7,7.2
402,Magadan,RU,2022-04-20 19:03:01,59.5667,150.8,16.86,92,89,8.72
403,Nhulunbuy,AU,2022-04-20 19:03:02,-12.2333,136.7667,75.81,100,100,0.0
404,Janauba,BR,2022-04-20 19:03:02,-15.8025,-43.3089,89.92,25,2,10.07
405,Prince Rupert,CA,2022-04-20 19:00:35,54.3161,-130.3201,50.74,50,100,3.13
406,Puro,PH,2022-04-20 19:03:03,12.4841,123.3827,79.47,86,44,6.8
407,Pangnirtung,CA,2022-04-20 19:03:03,66.1451,-65.7125,18.9,70,100,6.71
408,Olyka,UA,2022-04-20 19:03:03,50.7186,25.8125,40.68,84,93,7.54
409,Cairns,AU,2022-04-20 18:58:26,-16.9167,145.7667,77.07,92,100,12.66
410,Businga,CD,2022-04-20 19:03:04,3.3333,20.8833,74.17,93,100,3.09
411,Nkan,GA,2022-04-20 19:03:04,0.3833,9.7833,77.86,85,88,2.35
412,Bairiki,KI,2022-04-20 19:03:05,1.3292,172.9752,80.6,89,75,8.05
413,College,US,2022-04-20 18:58:48,64.8569,-147.8028,39.9,40,10,1.99
414,Ugoofaaru,MV,2022-04-20 19:03:05,5.6667,73.0,84.54,74,84,9.28
415,Dzilam Gonzalez,MX,2022-04-20 19:04:06,21.2833,-88.9333,93.79,31,0,7.34
416,Koumac,NC,2022-04-20 19:04:06,-20.5667,164.2833,73.99,84,26,8.75
417,Comodoro Rivadavia,AR,2022-04-20 19:00:01,-45.8667,-67.5,64.26,29,0,18.41
418,Assiniboia,CA,2022-04-20 19:04:07,49.6334,-105.9845,31.5,85,100,24.94
419,Provins,FR,2022-04-20 19:04:07,48.5833,3.1667,55.6,74,100,7.49
420,Magan,ES,2022-04-20 19:04:07,39.9683,-3.931,55.29,59,12,15.68
421,Svetlogorsk,BY,2022-04-20 19:04:08,52.6333,29.7333,42.58,99,100,2.15
422,Port Macquarie,AU,2022-04-20 19:04:08,-31.4333,152.9167,54.9,83,12,4.59
423,Mount Gambier,AU,2022-04-20 19:04:08,-37.8333,140.7667,51.91,84,83,3.22
424,Gwanda,ZW,2022-04-20 19:04:09,-20.9333,29.0,58.35,93,100,8.88
425,Kilimatinde,TZ,2022-04-20 19:04:09,-5.85,34.95,67.59,73,78,2.3
426,San Angelo,US,2022-04-20 19:04:02,31.4638,-100.437,90.61,38,0,16.11
427,Mecca,SA,2022-04-20 19:04:10,21.4267,39.8261,85.39,44,5,5.5
428,Bichura,RU,2022-04-20 19:04:10,50.5881,107.6022,26.76,69,12,3.62
429,Yeppoon,AU,2022-04-20 19:04:11,-23.1333,150.7333,73.18,84,86,9.15
430,Aviles,ES,2022-04-20 18:59:32,43.5547,-5.9248,52.99,68,40,5.75
431,Tanout,NE,2022-04-20 19:04:11,14.9709,8.8879,89.67,14,22,6.87
432,Abha,SA,2022-04-20 19:04:12,18.2164,42.5053,66.45,73,0,4.61
433,Jalingo,NG,2022-04-20 19:04:12,8.8833,11.3667,92.59,36,100,1.03
434,Gotsu,JP,2022-04-20 19:04:12,35.0,132.2167,57.11,64,100,6.98
435,Jatai,BR,2022-04-20 19:04:13,-17.8814,-51.7144,85.1,36,0,3.18
436,Mirnyy,RU,2022-04-20 19:04:13,62.5353,113.9611,9.77,96,100,3.53
437,Sibolga,ID,2022-04-20 19:04:13,1.7427,98.7792,76.26,88,100,2.75
438,Ukiah,US,2022-04-20 19:04:14,39.1502,-123.2078,54.84,89,100,11.5
439,Penzance,GB,2022-04-20 19:04:14,50.1186,-5.5371,50.79,80,18,5.14
440,Luanda,AO,2022-04-20 19:03:38,-8.8368,13.2343,78.8,89,75,5.75
441,Sarh,TD,2022-04-20 19:04:15,9.1429,18.3923,89.37,23,94,5.26
442,Palaia Fokaia,GR,2022-04-20 19:04:15,37.72,23.9463,62.76,73,0,5.79
443,Quatre Cocos,MU,2022-04-20 19:03:14,-20.2078,57.7625,77.09,81,100,5.37
444,Banda Aceh,ID,2022-04-20 19:04:16,5.5577,95.3222,79.77,80,95,3.96
445,Poum,NC,2022-04-20 19:04:16,-20.2333,164.0167,77.11,79,23,12.03
446,Bilibino,RU,2022-04-20 19:04:16,68.0546,166.4372,9.27,93,100,3.06
447,Amlagora,IN,2022-04-20 19:04:17,22.8333,87.3333,81.34,82,1,12.26
448,Alyangula,AU,2022-04-20 19:04:17,-13.8483,136.4192,80.38,77,87,5.82
449,Shitkino,RU,2022-04-20 19:04:17,56.3703,98.3543,33.58,97,100,9.28
450,Kieta,PG,2022-04-20 19:04:18,-6.2167,155.6333,79.07,86,75,4.16
451,Shenzhen,CN,2022-04-20 19:02:51,22.5455,114.0683,73.08,91,90,2.59
452,Kruisfontein,ZA,2022-04-20 19:04:18,-34.0033,24.7314,68.88,40,80,3.44
453,Zhuzhou,CN,2022-04-20 19:04:19,27.8333,113.15,58.73,88,0,4.79
454,Kinwat,IN,2022-04-20 19:04:19,19.6333,78.2,93.67,16,74,2.21
455,Mantua,IT,2022-04-20 19:04:19,45.1667,10.7833,56.44,64,100,5.01
456,Balsas,BR,2022-04-20 19:00:32,-7.5325,-46.0356,84.9,70,14,5.14
457,Milkovo,RU,2022-04-20 19:04:20,54.7167,158.6167,24.98,84,100,2.98
458,Ormara,PK,2022-04-20 19:04:20,25.2088,64.6357,80.11,80,0,7.31
459,Paita,PE,2022-04-20 19:04:21,-5.0892,-81.1144,72.82,77,100,4.88
460,Kurilsk,RU,2022-04-20 19:04:21,45.2333,147.8833,40.82,72,7,9.73
461,Navolato,MX,2022-04-20 19:05:31,24.7672,-107.6944,82.58,28,100,13.73
462,Saryg-Sep,RU,2022-04-20 19:05:32,51.5,95.6,33.24,51,100,3.04
463,Kirakira,SB,2022-04-20 19:05:32,-10.4544,161.9205,79.2,86,100,6.55
464,Corinth,GR,2022-04-20 19:05:32,37.9407,22.9573,60.42,73,1,1.99
465,Semirom,IR,2022-04-20 19:05:33,31.4167,51.5667,55.89,35,61,2.24
466,Sinnamary,GF,2022-04-20 19:05:33,5.3833,-52.95,79.02,88,100,11.52
467,Maravilha,BR,2022-04-20 19:03:00,-26.7608,-53.1725,78.8,38,0,1.74
468,Hami,CN,2022-04-20 19:02:21,42.8,93.45,61.14,11,98,18.01
469,Manavalakurichi,IN,2022-04-20 19:05:43,8.1333,77.3,81.05,86,47,8.14
470,Guaira,BR,2022-04-20 19:02:00,-20.3183,-48.3106,86.85,31,31,1.43
471,Huai Yot,TH,2022-04-20 19:05:44,7.7893,99.6348,74.71,94,100,2.48
472,Santa Maria,BR,2022-04-20 19:05:00,-29.6842,-53.8069,77.45,54,59,3.89
473,Nioro,GM,2022-04-20 19:05:54,13.35,-15.75,94.44,21,33,12.08
474,Surman,LY,2022-04-20 19:05:55,32.7567,12.5716,84.4,11,100,14.76
475,Danielskuil,ZA,2022-04-20 19:05:55,-28.1887,23.5395,59.67,48,7,4.83
476,Awjilah,LY,2022-04-20 19:03:20,29.1081,21.2869,70.41,19,0,8.68
477,Jibuti,DJ,2022-04-20 19:03:21,11.5,42.5,75.6,76,6,16.28
478,Raymond,US,2022-04-20 19:02:43,43.9015,-70.4703,54.09,42,51,11.39
479,Cienfuegos,CU,2022-04-20 19:06:06,22.1461,-80.4356,89.74,45,40,11.5
480,Nichinan,JP,2022-04-20 19:06:06,31.6,131.3667,61.9,83,100,3.4
481,Balkhash,KZ,2022-04-20 19:06:06,46.844,74.9804,51.53,43,92,9.17
482,Mogadishu,SO,2022-04-20 19:06:07,2.0371,45.3438,83.1,73,100,17.81
483,Santa Isabel Do Rio Negro,BR,2022-04-20 19:06:07,-0.4139,-65.0192,80.8,89,95,3.36
484,Lompoc,US,2022-04-20 19:02:48,34.6391,-120.4579,71.02,63,0,18.41
485,Santander,ES,2022-04-20 19:01:59,43.4647,-3.8044,52.47,90,100,17.0
486,Liverpool,GB,2022-04-20 19:06:19,53.4106,-2.9779,58.08,53,0,10.36
487,Kristiinankaupunki,FI,2022-04-20 19:06:20,62.2743,21.376,46.56,86,100,5.5
488,Scarborough,GB,2022-04-20 19:06:20,54.2797,-0.4044,48.65,87,65,1.01
489,Shakiso,ET,2022-04-20 19:06:20,5.75,38.9167,60.51,99,100,4.09
490,Katherine,AU,2022-04-20 19:06:21,-14.4667,132.2667,75.52,73,81,3.44
491,Ambilobe,MG,2022-04-20 19:06:31,-13.2,49.05,75.83,95,100,1.57
492,Hit,IQ,2022-04-20 19:06:31,33.6416,42.8251,72.01,21,4,13.31
493,Suluq,LY,2022-04-20 19:06:42,31.6682,20.2521,65.01,43,24,7.9
494,Chirongui,YT,2022-04-20 19:06:42,-12.9319,45.1483,84.13,78,86,11.18
495,Puerto Escondido,MX,2022-04-20 19:06:42,15.85,-97.0667,86.83,74,0,6.91
496,Etoka,RU,2022-04-20 19:06:53,43.9194,43.0483,44.6,90,100,3.47
497,Bernalillo,US,2022-04-20 19:02:17,35.05,-106.6673,82.49,8,20,20.71
498,Shimoda,JP,2022-04-20 19:06:53,34.6667,138.95,57.61,81,98,7.65
499,Medina Del Campo,ES,2022-04-20 19:07:03,41.3124,-4.9141,49.71,53,58,12.73
500,Hede,CN,2022-04-20 19:07:04,33.7681,120.2517,59.29,77,100,6.87
501,Tecoanapa,MX,2022-04-20 19:07:14,16.5167,-98.75,88.45,49,0,11.3
502,Maragogi,BR,2022-04-20 19:03:22,-9.0122,-35.2225,81.36,70,49,8.61
503,Callaway,US,2022-04-20 19:05:49,30.153,-85.5699,80.98,41,0,12.66
504,Bobo Dioulasso,BF,2022-04-20 19:07:25,11.1771,-4.2979,92.46,29,91,4.32
505,Matara,LK,2022-04-20 19:07:35,5.9485,80.5353,78.66,88,78,3.33
506,Porto Novo,BJ,2022-04-20 19:07:35,6.4965,2.6036,82.22,79,100,7.74
507,Dusetos,LT,2022-04-20 19:07:36,55.75,25.85,51.58,63,47,11.77
508,Dublin,US,2022-04-20 19:04:53,37.7021,-121.9358,69.24,47,0,10.36
509,Grand-Santi,GF,2022-04-20 19:07:36,4.25,-54.3833,80.11,95,100,3.78
510,Mankapur,IN,2022-04-20 19:07:36,27.0333,82.2333,79.74,70,0,14.14
511,Bama,NG,2022-04-20 19:08:37,11.5221,13.6856,91.22,16,74,10.02
512,Warrnambool,AU,2022-04-20 19:08:37,-38.3833,142.4833,53.82,76,77,8.84
513,Nizwa,OM,2022-04-20 19:08:37,22.9333,57.5333,83.26,15,100,4.52
514,Buala,SB,2022-04-20 19:08:38,-8.145,159.5921,79.97,84,76,5.88
515,Tiznit,MA,2022-04-20 19:08:38,29.5833,-9.5,56.88,69,1,13.18
516,Toamasina,MG,2022-04-20 19:08:38,-18.1667,49.3833,75.92,90,25,6.69
517,Cabra,ES,2022-04-20 19:08:39,37.4725,-4.4421,48.99,80,100,5.86
518,Tawang,IN,2022-04-20 19:08:39,27.5833,91.8667,44.71,84,22,4.45
519,Hovd,MN,2022-04-20 19:08:39,48.0056,91.6419,37.81,47,10,1.1
520,Angoram,PG,2022-04-20 19:08:40,-4.0625,144.0661,74.08,99,100,2.19
521,Xoxocotla,MX,2022-04-20 19:08:40,18.6833,-99.25,92.35,28,20,0.0
522,Peterhead,GB,2022-04-20 19:08:40,57.5058,-1.7981,46.45,88,98,10.07
523,Kloulklubed,PW,2022-04-20 19:08:40,7.0419,134.2556,75.7,84,100,14.97
524,Riviere-Du-Loup,CA,2022-04-20 19:08:41,47.8304,-69.5342,39.94,70,22,21.03
525,Azoyu,MX,2022-04-20 19:08:41,16.7167,-98.7333,96.13,26,0,11.18
526,Lasa,IT,2022-04-20 19:08:41,46.6166,10.7002,47.35,94,66,1.68
527,Gat,IL,2022-04-20 19:08:42,31.61,34.7642,61.81,100,0,7.02
528,Santa Rosa,PH,2022-04-20 19:08:42,14.3122,121.1114,80.58,78,8,5.75
529,Tselinnoye,RU,2022-04-20 19:08:42,53.0833,85.6667,38.39,96,100,3.98
530,Tiarei,PF,2022-04-20 19:08:43,-17.5333,-149.3333,82.42,74,35,8.61
531,Oga,IT,2022-04-20 19:08:43,46.4631,10.347,42.8,94,100,4.74
532,Northam,GB,2022-04-20 19:08:43,51.0333,-4.2167,56.39,82,26,5.37
533,Vallenar,CL,2022-04-20 19:08:44,-28.5708,-70.7581,77.63,26,93,7.78
534,Ishigaki,JP,2022-04-20 19:08:44,24.3448,124.1572,75.63,80,100,18.43
535,Yunyang,CN,2022-04-20 19:08:44,33.4474,112.7142,53.33,95,1,7.0
536,Altay,CN,2022-04-20 19:08:44,47.8667,88.1167,40.1,54,0,3.91
537,Chulman,RU,2022-04-20 19:08:45,56.8479,124.9104,-5.24,100,97,1.34
538,Lokosovo,RU,2022-04-20 19:08:45,61.1333,74.8167,23.32,88,94,10.18
539,Ketchikan,US,2022-04-20 19:08:46,55.3422,-131.6461,52.27,50,20,5.75
540,Malanville,BJ,2022-04-20 19:08:46,11.8685,3.3899,96.96,28,51,1.83
541,Challans,FR,2022-04-20 19:08:46,46.8436,-1.8749,62.8,78,98,2.55
542,Tumut,AU,2022-04-20 19:08:47,-35.3,148.2167,48.54,93,0,2.8
543,Naryan-Mar,RU,2022-04-20 19:08:47,67.6713,53.087,9.7,94,52,7.14
544,San Cristobal,VE,2022-04-20 19:08:47,7.7669,-72.225,80.78,70,100,1.3
545,Wakkanai,JP,2022-04-20 19:08:47,45.4094,141.6739,47.32,66,3,31.88
546,Aitape,PG,2022-04-20 19:08:48,-3.1374,142.3475,78.6,86,100,3.18
547,Verkhnetulomskiy,RU,2022-04-20 19:08:48,68.6073,31.7962,41.13,100,100,2.59
548,La Peca,PE,2022-04-20 19:08:48,-5.6111,-78.435,82.38,58,82,2.86
549,Apricena,IT,2022-04-20 19:08:49,41.7839,15.4437,50.81,88,97,4.85
550,Belaya Gora,RU,2022-04-20 19:08:49,68.5333,146.4167,5.94,98,100,1.92
551,Ferme-Neuve,CA,2022-04-20 19:08:49,46.7001,-75.4493,40.96,55,100,10.11
552,Alta Gracia,AR,2022-04-20 19:08:50,-31.6529,-64.4283,83.52,41,34,6.96
553,Oyon,PE,2022-04-20 19:08:50,-10.6681,-76.7731,55.58,60,98,5.41
554,Hervey Bay,AU,2022-04-20 19:08:50,-25.2986,152.8535,70.02,95,4,5.99
555,Rapid City,US,2022-04-20 19:08:38,44.0805,-103.231,62.33,30,20,5.75
556,Christchurch,NZ,2022-04-20 19:06:48,-43.5333,172.6333,68.95,65,100,6.91
557,Tamandare,BR,2022-04-20 19:08:51,-8.7597,-35.1047,82.0,68,48,8.68
558,Sioux Lookout,CA,2022-04-20 19:08:32,50.1001,-91.917,32.77,100,100,11.79
559,Newport,GB,2022-04-20 19:09:51,51.5877,-2.9984,59.54,72,77,8.28
560,Seydi,TM,2022-04-20 19:09:12,39.4816,62.9137,65.62,49,0,5.37
561,Luba,GQ,2022-04-20 19:09:52,3.4568,8.5547,81.28,82,100,5.17
562,Kuala Pilah,MY,2022-04-20 19:09:52,2.7389,102.2487,74.62,98,100,1.66
563,Kuching,MY,2022-04-20 19:09:52,1.55,110.3333,77.22,94,20,1.14
564,Shuyskoye,RU,2022-04-20 19:09:52,59.3736,41.0305,39.88,94,100,7.61
565,Bulawayo,ZW,2022-04-20 19:09:53,-20.15,28.5833,55.58,88,100,11.36
566,Machado,BR,2022-04-20 19:09:53,-21.6747,-45.9197,72.68,69,100,1.14
567,Wewak,PG,2022-04-20 19:09:53,-3.5534,143.6268,79.79,84,99,6.31
568,Vostok,RU,2022-04-20 19:08:57,46.4856,135.8833,43.41,63,100,7.74
569,Mongu,ZM,2022-04-20 19:09:54,-15.2484,23.1274,65.71,64,0,5.99
570,Saint-Augustin,CA,2022-04-20 19:09:54,51.226,-58.6502,35.28,100,100,15.26
571,Zeya,RU,2022-04-20 19:09:54,53.75,127.2667,27.14,75,3,5.03
572,Port Hardy,CA,2022-04-20 19:09:55,50.6996,-127.4199,47.28,63,100,23.11
